"id","name","property_account_receivable_id:id","property_account_payable_id:id","property_account_expense_categ_id:id","property_account_income_categ_id:id","income_currency_exchange_account_id:id","expense_currency_exchange_account_id:id","use_anglo_saxon"
"l10n_ke","Kenya Account Chart Template (by Optima ICT)","1100","2100","5000","4000","7700","7700","True"
